event_id,company_group_id,department,department_record_id,pan,gstin,event_type,event_date,event_status,remarks
EVT-00491,CG-0084,Shops and Establishments,SHOPS-0084-1,DGLRX1084J,,inspection,2024-10-04,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00492,CG-0085,Labour,LABOUR-0085-3,,29DHMSY1085K1Z5,electricity_usage,2024-10-01,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00493,CG-0087,Shops and Establishments,SHOPS-0087-1,,,water_usage,2024-09-28,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00494,CG-0088,BWSSB,BWSSB-0088-3,DKPVB1088N,,water_usage,2024-09-25,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00495,CG-0090,Factories,FACTORIES-0090-2,DMRXD1090P,,renewal,2024-09-22,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00496,CG-0091,BESCOM,BESCOM-0091-3,,,closure_application,2024-09-19,submitted,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00497,CG-0093,Factories,FACTORIES-0093-2,DPUAG1093S,29DPUAG1093S1Z3,inspection,2024-09-16,completed,Matched synthetic department event with identifier evidence.
EVT-00498,CG-0095,Shops and Establishments,SHOPS-0095-1,BADPAN095,29DRWCI1095U1Z5,renewal,2024-09-13,completed,Matched synthetic department event with identifier evidence.
EVT-00499,CG-0096,Factories,FACTORIES-0096-2,DSXDJ1096V,,water_usage,2024-09-10,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00500,CG-0098,Shops and Establishments,SHOPS-0098-1,BADPAN098,29DUZFL1098X1Z8,inspection,2024-09-07,completed,Matched synthetic department event with identifier evidence.
EVT-00501,CG-0099,BWSSB,BWSSB-0099-3,,,inspection,2024-09-04,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00502,CG-0101,Shops and Establishments,SHOPS-0101-1,,,water_usage,2024-09-01,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00503,CG-0102,Labour,LABOUR-0102-3,DYDJP1102B,,pollution_consent,2024-08-29,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00504,CG-0104,Factories,FACTORIES-0104-2,,29EAFLR1104D1Z4,renewal,2024-08-26,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00505,CG-0105,BESCOM,BESCOM-0105-4,,29EBGMS1105E1Z5,closure_application,2024-08-23,submitted,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00506,CG-0107,Factories,FACTORIES-0107-2,EDIOU1107G,29EDIOU1107G1Z7,inspection,2024-08-20,completed,Matched synthetic department event with identifier evidence.
EVT-00507,CG-0109,Shops and Establishments,SHOPS-0109-1,EFKQW1109I,29BADGSTIN109XX,renewal,2024-08-17,completed,Matched synthetic department event with identifier evidence.
EVT-00508,CG-0110,Labour,LABOUR-0110-3,EGLRX1110J,29EGLRX1110J1Z0,compliance_filing,2024-08-14,completed,Matched synthetic department event with identifier evidence.
EVT-00509,CG-0112,Shops and Establishments,SHOPS-0112-1,,29BADGSTIN112XX,inspection,2024-08-11,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00510,CG-0113,Labour,LABOUR-0113-3,,,electricity_usage,2024-08-08,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00511,CG-0115,Factories,FACTORIES-0115-2,ELQWC1115O,29ELQWC1115O1Z5,closure_application,2024-08-05,submitted,Matched synthetic department event with identifier evidence.
EVT-00512,CG-0116,Labour,LABOUR-0116-3,EMRXD1116P,29EMRXD1116P1Z6,pollution_consent,2024-08-02,completed,Matched synthetic department event with identifier evidence.
EVT-00513,CG-0118,Factories,FACTORIES-0118-2,EOTZF1118R,29EOTZF1118R1Z8,renewal,2024-07-30,completed,Matched synthetic department event with identifier evidence.
EVT-00514,CG-0120,Shops and Establishments,SHOPS-0120-1,,29EQVBH1120T1Z0,closure_application,2024-07-27,submitted,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00515,AMB-002,BWSSB,BWSSB-9002,,,closure_application,2024-07-24,submitted,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00516,AMB-007,BESCOM,BESCOM-9007,,,renewal,2024-07-21,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00517,AMB-012,BWSSB,BWSSB-9012,,,renewal,2024-07-18,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00518,AMB-017,BESCOM,BESCOM-9017,,,inspection,2024-07-15,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00519,AMB-022,BWSSB,BWSSB-9022,,,inspection,2024-07-12,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00520,AMB-027,BESCOM,BESCOM-9027,,,water_usage,2024-07-09,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00521,AMB-032,BWSSB,BWSSB-9032,,,water_usage,2024-07-06,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00522,CG-0001,Shops and Establishments,SHOPS-0001-1,ABGMS1001E,29ABGMS1001E1Z1,license_update,2024-07-03,completed,Matched synthetic department event with identifier evidence.
EVT-00523,CG-0002,Shops and Establishments,SHOPS-0002-1,ACHNT1002F,29ACHNT1002F1Z2,closure_application,2024-06-30,submitted,Matched synthetic department event with identifier evidence.
EVT-00524,CG-0003,Shops and Establishments,SHOPS-0003-1,ADIOU1003G,29ADIOU1003G1Z3,license_cancelled,2024-06-27,completed,Matched synthetic department event with identifier evidence.
EVT-00525,CG-0004,Shops and Establishments,SHOPS-0004-1,AEJPV1004H,29AEJPV1004H1Z4,renewal,2024-06-24,completed,Matched synthetic department event with identifier evidence.
EVT-00526,CG-0005,Shops and Establishments,SHOPS-0005-1,AFKQW1005I,29AFKQW1005I1Z5,compliance_filing,2024-06-21,completed,Matched synthetic department event with identifier evidence.
EVT-00527,CG-0006,Shops and Establishments,SHOPS-0006-1,AGLRX1006J,,inspection,2024-06-18,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00528,CG-0007,Shops and Establishments,SHOPS-0007-1,,,electricity_usage,2024-06-15,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00529,CG-0008,Shops and Establishments,SHOPS-0008-1,AINTZ1008L,,water_usage,2024-06-12,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00530,CG-0009,Shops and Establishments,SHOPS-0009-1,AJOUA1009M,29AJOUA1009M1Z9,pollution_consent,2024-06-09,completed,Matched synthetic department event with identifier evidence.
EVT-00531,CG-0010,Labour,LABOUR-0010-3,AKPVB1010N,29AKPVB1010N1Z0,license_update,2024-06-06,completed,Matched synthetic department event with identifier evidence.
EVT-00532,CG-0012,Shops and Establishments,SHOPS-0012-1,AMRXD1012P,,closure_application,2024-06-03,submitted,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00533,CG-0013,Labour,LABOUR-0013-3,ANSYE1013Q,29ANSYE1013Q1Z3,license_cancelled,2024-05-31,completed,Matched synthetic department event with identifier evidence.
EVT-00534,CG-0015,Factories,FACTORIES-0015-2,,29APUAG1015S1Z5,electricity_usage,2024-05-28,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00535,CG-0016,Labour,LABOUR-0016-3,,,compliance_filing,2024-05-25,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00536,CG-0018,Factories,FACTORIES-0018-2,ASXDJ1018V,,license_cancelled,2024-05-22,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00537,CG-0020,Shops and Establishments,SHOPS-0020-1,AUZFL1020X,29AUZFL1020X1Z0,electricity_usage,2024-05-19,completed,Matched synthetic department event with identifier evidence.
EVT-00538,CG-0021,Factories,FACTORIES-0021-2,AVAGM1021Y,29AVAGM1021Y1Z1,closure_application,2024-05-16,submitted,Matched synthetic department event with identifier evidence.
EVT-00539,CG-0023,Shops and Establishments,SHOPS-0023-1,AXCIO1023A,29AXCIO1023A1Z3,pollution_consent,2024-05-13,completed,Matched synthetic department event with identifier evidence.
EVT-00540,CG-0024,Labour,LABOUR-0024-3,,,license_update,2024-05-10,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00541,CG-0026,Shops and Establishments,SHOPS-0026-1,BAFLR1026D,29BAFLR1026D1Z6,closure_application,2024-05-07,submitted,Matched synthetic department event with identifier evidence.
EVT-00542,CG-0027,Labour,LABOUR-0027-3,BBGMS1027E,29BBGMS1027E1Z7,license_cancelled,2024-05-04,completed,Matched synthetic department event with identifier evidence.
EVT-00543,CG-0029,Factories,FACTORIES-0029-2,,,electricity_usage,2024-05-01,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00544,CG-0030,KSPCB,KSPCB-0030-4,,,renewal,2024-04-28,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00545,CG-0032,Factories,FACTORIES-0032-2,,29BGLRX1032J1Z2,pollution_consent,2024-04-25,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00546,CG-0034,Shops and Establishments,SHOPS-0034-1,,,electricity_usage,2024-04-22,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00547,CG-0035,Labour,LABOUR-0035-3,,29BJOUA1035M1Z5,water_usage,2024-04-19,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00548,CG-0037,Shops and Establishments,SHOPS-0037-1,BLQWC1037O,29BLQWC1037O1Z7,pollution_consent,2024-04-16,completed,Matched synthetic department event with identifier evidence.
EVT-00549,CG-0038,Labour,LABOUR-0038-3,BMRXD1038P,29BMRXD1038P1Z8,license_update,2024-04-13,completed,Matched synthetic department event with identifier evidence.
EVT-00550,CG-0040,Factories,FACTORIES-0040-2,,29BOTZF1040R1Z0,compliance_filing,2024-04-10,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00551,CG-0041,Labour,LABOUR-0041-3,BPUAG1041S,29BPUAG1041S1Z1,license_cancelled,2024-04-07,completed,Matched synthetic department event with identifier evidence.
EVT-00552,CG-0043,Factories,FACTORIES-0043-2,BRWCI1043U,29BRWCI1043U1Z3,license_cancelled,2024-04-04,completed,Matched synthetic department event with identifier evidence.
EVT-00553,CG-0045,Shops and Establishments,SHOPS-0045-1,BTYEK1045W,29BTYEK1045W1Z5,compliance_filing,2024-04-01,completed,Matched synthetic department event with identifier evidence.
EVT-00554,CG-0046,Factories,FACTORIES-0046-2,BUZFL1046X,29BUZFL1046X1Z6,pollution_consent,2024-03-29,completed,Matched synthetic department event with identifier evidence.
EVT-00555,CG-0048,Shops and Establishments,SHOPS-0048-1,BWBHN1048Z,,electricity_usage,2024-03-26,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00556,CG-0049,BESCOM,BESCOM-0049-3,,,water_usage,2024-03-23,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00557,CG-0051,Shops and Establishments,SHOPS-0051-1,BZEKQ1051C,29BZEKQ1051C1Z1,pollution_consent,2024-03-20,completed,Matched synthetic department event with identifier evidence.
EVT-00558,CG-0052,Labour,LABOUR-0052-3,CAFLR1052D,29CAFLR1052D1Z2,license_update,2024-03-17,completed,Matched synthetic department event with identifier evidence.
EVT-00559,CG-0054,Factories,FACTORIES-0054-2,CCHNT1054F,,compliance_filing,2024-03-14,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00560,CG-0055,BWSSB,BWSSB-0055-4,,29CDIOU1055G1Z5,closure_application,2024-03-11,submitted,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00561,CG-0057,Factories,FACTORIES-0057-2,,,electricity_usage,2024-03-08,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00562,CG-0059,Shops and Establishments,SHOPS-0059-1,CHMSY1059K,29CHMSY1059K1Z9,compliance_filing,2024-03-05,completed,Matched synthetic department event with identifier evidence.
EVT-00563,CG-0060,Labour,LABOUR-0060-3,CINTZ1060L,,inspection,2024-03-02,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00564,CG-0062,Shops and Establishments,SHOPS-0062-1,,,electricity_usage,2024-02-28,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00565,CG-0063,BESCOM,BESCOM-0063-3,,,water_usage,2024-02-25,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00566,CG-0065,Factories,FACTORIES-0065-2,CNSYE1065Q,29CNSYE1065Q1Z5,license_cancelled,2024-02-22,completed,Matched synthetic department event with identifier evidence.
EVT-00567,CG-0066,BWSSB,BWSSB-0066-3,,,pollution_consent,2024-02-19,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00568,CG-0068,Factories,FACTORIES-0068-2,CQVBH1068T,29CQVBH1068T1Z8,license_cancelled,2024-02-16,completed,Matched synthetic department event with identifier evidence.
EVT-00569,CG-0070,Shops and Establishments,SHOPS-0070-1,CSXDJ1070V,29CSXDJ1070V1Z0,license_cancelled,2024-02-13,requires_officer_confirmation,Matched synthetic department event with identifier evidence.
EVT-00570,CG-0071,Factories,FACTORIES-0071-2,,,electricity_usage,2024-02-10,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00571,CG-0073,Shops and Establishments,SHOPS-0073-1,CVAGM1073Y,29CVAGM1073Y1Z3,compliance_filing,2024-02-07,completed,Matched synthetic department event with identifier evidence.
EVT-00572,CG-0074,Labour,LABOUR-0074-3,CWBHN1074Z,29CWBHN1074Z1Z4,inspection,2024-02-04,completed,Matched synthetic department event with identifier evidence.
EVT-00573,CG-0076,Shops and Establishments,SHOPS-0076-1,CYDJP1076B,,electricity_usage,2024-02-01,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00574,CG-0077,BWSSB,BWSSB-0077-3,,,electricity_usage,2024-01-29,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00575,CG-0079,Factories,FACTORIES-0079-2,DBGMS1079E,29DBGMS1079E1Z9,license_cancelled,2024-01-26,completed,Matched synthetic department event with identifier evidence.
EVT-00576,CG-0080,KSPCB,KSPCB-0080-4,,29DCHNT1080F1Z0,pollution_consent,2024-01-23,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00577,CG-0082,Factories,FACTORIES-0082-2,DEJPV1082H,29DEJPV1082H1Z2,compliance_filing,2024-01-20,completed,Matched synthetic department event with identifier evidence.
EVT-00578,CG-0084,Shops and Establishments,SHOPS-0084-1,DGLRX1084J,,license_cancelled,2024-01-17,requires_officer_confirmation,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00579,CG-0085,Labour,LABOUR-0085-3,DHMSY1085K,29DHMSY1085K1Z5,renewal,2024-01-14,completed,Matched synthetic department event with identifier evidence.
EVT-00580,CG-0087,Shops and Establishments,SHOPS-0087-1,DJOUA1087M,29DJOUA1087M1Z7,compliance_filing,2024-01-11,completed,Matched synthetic department event with identifier evidence.
EVT-00581,CG-0088,BWSSB,BWSSB-0088-3,DKPVB1088N,,compliance_filing,2024-01-08,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00582,CG-0090,Factories,FACTORIES-0090-2,DMRXD1090P,,license_update,2024-01-05,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00583,CG-0091,BESCOM,BESCOM-0091-3,,,water_usage,2024-01-02,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00584,CG-0093,Factories,FACTORIES-0093-2,DPUAG1093S,29DPUAG1093S1Z3,license_cancelled,2023-12-30,completed,Matched synthetic department event with identifier evidence.
EVT-00585,CG-0095,Shops and Establishments,SHOPS-0095-1,BADPAN095,29DRWCI1095U1Z5,license_update,2023-12-27,completed,Matched synthetic department event with identifier evidence.
EVT-00586,CG-0096,Factories,FACTORIES-0096-2,,29DSXDJ1096V1Z6,compliance_filing,2023-12-24,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00587,CG-0098,Shops and Establishments,SHOPS-0098-1,BADPAN098,29DUZFL1098X1Z8,license_cancelled,2023-12-21,requires_officer_confirmation,Matched synthetic department event with identifier evidence.
EVT-00588,CG-0099,BWSSB,BWSSB-0099-3,,,license_cancelled,2023-12-18,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00589,CG-0101,Shops and Establishments,SHOPS-0101-1,BADPAN101,29DXCIO1101A1Z1,compliance_filing,2023-12-15,completed,Matched synthetic department event with identifier evidence.
EVT-00590,CG-0102,Labour,LABOUR-0102-3,DYDJP1102B,,inspection,2023-12-12,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00591,CG-0104,Factories,FACTORIES-0104-2,,29EAFLR1104D1Z4,license_update,2023-12-09,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00592,CG-0105,BESCOM,BESCOM-0105-4,,29EBGMS1105E1Z5,water_usage,2023-12-06,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00593,CG-0107,Factories,FACTORIES-0107-2,EDIOU1107G,29EDIOU1107G1Z7,license_cancelled,2023-12-03,completed,Matched synthetic department event with identifier evidence.
EVT-00594,CG-0109,Shops and Establishments,SHOPS-0109-1,EFKQW1109I,29BADGSTIN109XX,license_update,2023-11-30,completed,Matched synthetic department event with identifier evidence.
EVT-00595,CG-0110,Labour,LABOUR-0110-3,EGLRX1110J,29EGLRX1110J1Z0,closure_application,2023-11-27,submitted,Matched synthetic department event with identifier evidence.
EVT-00596,CG-0112,Shops and Establishments,SHOPS-0112-1,,29BADGSTIN112XX,license_cancelled,2023-11-24,requires_officer_confirmation,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00597,CG-0113,Labour,LABOUR-0113-3,EJOUA1113M,29EJOUA1113M1Z3,renewal,2023-11-21,completed,Matched synthetic department event with identifier evidence.
EVT-00598,CG-0115,Factories,FACTORIES-0115-2,,29ELQWC1115O1Z5,water_usage,2023-11-18,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00599,CG-0116,Labour,LABOUR-0116-3,EMRXD1116P,29EMRXD1116P1Z6,inspection,2023-11-15,completed,Matched synthetic department event with identifier evidence.
EVT-00600,CG-0118,Factories,FACTORIES-0118-2,EOTZF1118R,29EOTZF1118R1Z8,license_cancelled,2026-04-30,completed,Matched synthetic department event with identifier evidence.
EVT-00601,CG-0120,Shops and Establishments,SHOPS-0120-1,EQVBH1120T,29EQVBH1120T1Z0,water_usage,2026-04-27,completed,Matched synthetic department event with identifier evidence.
EVT-00602,AMB-002,BWSSB,BWSSB-9002,,,water_usage,2026-04-24,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00603,AMB-007,BESCOM,BESCOM-9007,,,license_update,2026-04-21,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00604,AMB-012,BWSSB,BWSSB-9012,,,license_update,2026-04-18,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00605,AMB-017,BESCOM,BESCOM-9017,,,license_cancelled,2026-04-15,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00606,AMB-022,BWSSB,BWSSB-9022,,,license_cancelled,2026-04-12,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00607,AMB-027,BESCOM,BESCOM-9027,,,compliance_filing,2026-04-09,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00608,AMB-032,BWSSB,BWSSB-9032,,,compliance_filing,2026-04-06,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00609,CG-0001,Shops and Establishments,SHOPS-0001-1,ABGMS1001E,29ABGMS1001E1Z1,electricity_usage,2026-04-03,completed,Matched synthetic department event with identifier evidence.
EVT-00610,CG-0002,Shops and Establishments,SHOPS-0002-1,,,water_usage,2026-03-31,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00611,CG-0003,Shops and Establishments,SHOPS-0003-1,ADIOU1003G,29ADIOU1003G1Z3,pollution_consent,2026-03-28,completed,Matched synthetic department event with identifier evidence.
EVT-00612,CG-0004,Shops and Establishments,SHOPS-0004-1,AEJPV1004H,29AEJPV1004H1Z4,license_cancelled,2026-03-25,completed,Matched synthetic department event with identifier evidence.
EVT-00613,CG-0005,Shops and Establishments,SHOPS-0005-1,AFKQW1005I,29AFKQW1005I1Z5,closure_application,2026-03-22,submitted,Matched synthetic department event with identifier evidence.
EVT-00614,CG-0006,Shops and Establishments,SHOPS-0006-1,AGLRX1006J,,license_cancelled,2026-03-19,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00615,CG-0007,Shops and Establishments,SHOPS-0007-1,AHMSY1007K,29AHMSY1007K1Z7,renewal,2026-03-16,completed,Matched synthetic department event with identifier evidence.
EVT-00616,CG-0008,Shops and Establishments,SHOPS-0008-1,,29AINTZ1008L1Z8,compliance_filing,2026-03-13,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00617,CG-0009,Shops and Establishments,SHOPS-0009-1,AJOUA1009M,29AJOUA1009M1Z9,inspection,2026-03-10,completed,Matched synthetic department event with identifier evidence.
EVT-00618,CG-0010,Labour,LABOUR-0010-3,,29AKPVB1010N1Z0,electricity_usage,2026-03-07,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00619,CG-0012,Shops and Establishments,SHOPS-0012-1,AMRXD1012P,,water_usage,2026-03-04,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00620,CG-0013,Labour,LABOUR-0013-3,ANSYE1013Q,29ANSYE1013Q1Z3,pollution_consent,2026-03-01,completed,Matched synthetic department event with identifier evidence.
EVT-00621,CG-0015,Factories,FACTORIES-0015-2,APUAG1015S,29APUAG1015S1Z5,renewal,2026-02-26,completed,Matched synthetic department event with identifier evidence.
EVT-00622,CG-0016,Labour,LABOUR-0016-3,,,closure_application,2026-02-23,submitted,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00623,CG-0018,Factories,FACTORIES-0018-2,ASXDJ1018V,,inspection,2026-02-20,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00624,CG-0020,Shops and Establishments,SHOPS-0020-1,AUZFL1020X,29AUZFL1020X1Z0,renewal,2026-02-17,completed,Matched synthetic department event with identifier evidence.
EVT-00625,CG-0021,Factories,FACTORIES-0021-2,,,water_usage,2026-02-14,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00626,CG-0023,Shops and Establishments,SHOPS-0023-1,AXCIO1023A,29AXCIO1023A1Z3,inspection,2026-02-11,completed,Matched synthetic department event with identifier evidence.
EVT-00627,CG-0024,Labour,LABOUR-0024-3,AYDJP1024B,,electricity_usage,2026-02-08,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00628,CG-0026,Shops and Establishments,SHOPS-0026-1,,,water_usage,2026-02-05,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00629,CG-0027,Labour,LABOUR-0027-3,BBGMS1027E,29BBGMS1027E1Z7,pollution_consent,2026-02-02,completed,Matched synthetic department event with identifier evidence.
EVT-00630,CG-0029,Factories,FACTORIES-0029-2,BDIOU1029G,29BDIOU1029G1Z9,renewal,2026-01-30,completed,Matched synthetic department event with identifier evidence.
EVT-00631,CG-0030,KSPCB,KSPCB-0030-4,,,license_update,2026-01-27,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00632,CG-0032,Factories,FACTORIES-0032-2,,29BGLRX1032J1Z2,inspection,2026-01-24,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00633,CG-0034,Shops and Establishments,SHOPS-0034-1,BINTZ1034L,29BINTZ1034L1Z4,renewal,2026-01-21,completed,Matched synthetic department event with identifier evidence.
EVT-00634,CG-0035,Labour,LABOUR-0035-3,BJOUA1035M,29BJOUA1035M1Z5,compliance_filing,2026-01-18,completed,Matched synthetic department event with identifier evidence.
EVT-00635,CG-0037,Shops and Establishments,SHOPS-0037-1,BLQWC1037O,29BLQWC1037O1Z7,inspection,2026-01-15,completed,Matched synthetic department event with identifier evidence.
EVT-00636,CG-0038,Labour,LABOUR-0038-3,,,electricity_usage,2026-01-12,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00637,CG-0040,Factories,FACTORIES-0040-2,,29BOTZF1040R1Z0,closure_application,2026-01-09,submitted,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00638,CG-0041,Labour,LABOUR-0041-3,BPUAG1041S,29BPUAG1041S1Z1,pollution_consent,2026-01-06,completed,Matched synthetic department event with identifier evidence.
EVT-00639,CG-0043,Factories,FACTORIES-0043-2,BRWCI1043U,29BRWCI1043U1Z3,renewal,2026-01-03,completed,Matched synthetic department event with identifier evidence.
EVT-00640,CG-0045,Shops and Establishments,SHOPS-0045-1,BTYEK1045W,29BTYEK1045W1Z5,closure_application,2025-12-31,submitted,Matched synthetic department event with identifier evidence.
EVT-00641,CG-0046,Factories,FACTORIES-0046-2,BUZFL1046X,29BUZFL1046X1Z6,inspection,2025-12-28,completed,Matched synthetic department event with identifier evidence.
EVT-00642,CG-0048,Shops and Establishments,SHOPS-0048-1,,29BWBHN1048Z1Z8,renewal,2025-12-25,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00643,CG-0049,BESCOM,BESCOM-0049-3,,,compliance_filing,2025-12-22,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00644,CG-0051,Shops and Establishments,SHOPS-0051-1,BZEKQ1051C,29BZEKQ1051C1Z1,inspection,2025-12-19,completed,Matched synthetic department event with identifier evidence.
EVT-00645,CG-0052,Labour,LABOUR-0052-3,CAFLR1052D,,electricity_usage,2025-12-16,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00646,CG-0054,Factories,FACTORIES-0054-2,CCHNT1054F,,closure_application,2025-12-13,submitted,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00647,CG-0055,BWSSB,BWSSB-0055-4,,29CDIOU1055G1Z5,water_usage,2025-12-10,completed,PAN missing in source event; joined using GSTIN or local department reference.
EVT-00648,CG-0057,Factories,FACTORIES-0057-2,CFKQW1057I,29CFKQW1057I1Z7,renewal,2025-12-07,completed,Matched synthetic department event with identifier evidence.
EVT-00649,CG-0059,Shops and Establishments,SHOPS-0059-1,CHMSY1059K,29CHMSY1059K1Z9,closure_application,2025-12-04,submitted,Matched synthetic department event with identifier evidence.
EVT-00650,CG-0060,Labour,LABOUR-0060-3,CINTZ1060L,,license_cancelled,2025-12-01,completed,GSTIN missing in source event; joined using PAN or local department reference.
EVT-00651,CG-0062,Shops and Establishments,SHOPS-0062-1,CKPVB1062N,29CKPVB1062N1Z2,renewal,2025-11-28,completed,Matched synthetic department event with identifier evidence.
EVT-00652,CG-0063,BESCOM,BESCOM-0063-3,,,compliance_filing,2025-11-25,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00653,CG-0065,Factories,FACTORIES-0065-2,CNSYE1065Q,29CNSYE1065Q1Z5,pollution_consent,2025-11-22,completed,Matched synthetic department event with identifier evidence.
EVT-00654,CG-0066,BWSSB,BWSSB-0066-3,,,inspection,2025-11-19,pending_review,Source event has no PAN/GSTIN; keep visible for UBID review instead of dropping.
EVT-00655,CG-0068,Factories,FACTORIES-0068-2,CQVBH1068T,29CQVBH1068T1Z8,closure_application,2025-11-16,submitted,Matched synthetic department event with identifier evidence.
